index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
107,62c5f7dd262dbd2259e42ae9,2022-04-29T22:00:00.000Z,alexsotodigital#7208,freshelle#9882, for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,3.0,1.0,,,,False,False,False,Tamarandom#9361,Yineisy Mota#1449,usamaahmed#9991,1.67,2.0
59,62c5f7dd262dbd2259e42ab9,2022-04-18T22:00:00.000Z,Yineisy Mota#1449,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,3.0,1.0,,,,False,False,False,mafer_cordovas#1034,RachaelMalachy#5837,Tamarandom#9361,1.67,2.0
9,62c5f7dd262dbd2259e42a87,2022-04-08T22:00:00.000Z,Yineisy Mota#1449,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,3.0,1.0,,,,False,False,False,mafer_cordovas#1034,RachaelMalachy#5837,Tamarandom#9361,1.67,2.0
11,62c5f7dd262dbd2259e42a89,2022-04-08T22:00:00.000Z,Gregory | RND#1990,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,3.0,1.0,1.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,usamaahmed#9991,1.67,2.0
104,62c5f7dd262dbd2259e42ae6,2022-04-29T22:00:00.000Z,freshelle#9882,freshelle#9882, for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,3.0,1.0,,,,False,False,False,liviade#1387,RachaelMalachy#5837,usamaahmed#9991,1.67,2.0
62,62c5f7dd262dbd2259e42abc,2022-04-18T22:00:00.000Z,usamaahmed#9991,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,3.0,1.0,1.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,Yineisy Mota#1449,1.67,2.0
45,62c5f7dd262dbd2259e42aab,2022-04-17T22:00:00.000Z,"Griff (💜,💜)#8888",usamaahmed#9991,"@griff (💜, 💜) for having patience with the ABC article ",3.0,3.0,1.0,,,,False,False,False,mafer_cordovas#1034,Tamarandom#9361,usamaahmed#9991,2.33,2.0
12,62c5f7dd262dbd2259e42a8a,2022-04-08T22:00:00.000Z,mercedesrodsim#1317,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,3.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,RachaelMalachy#5837,1.67,2.0
31,62c5f7dd262dbd2259e42a9d,2022-04-17T22:00:00.000Z,missgene#7773,iviangita#3204,for taking notes during the last board meeting ,3.0,5.0,5.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,RachaelMalachy#5837,4.33,2.0
2,62c5f7dd262dbd2259e42a80,2022-04-08T22:00:00.000Z,ALOYSIOUS#3049,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,3.0,1.0,1.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,usamaahmed#9991,1.67,2.0
108,62c5f7dd262dbd2259e42aea,2022-04-29T22:00:00.000Z,MisterBoyfriend#7096,freshelle#9882, for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,Tamarandom#9361,1.0,0.0
97,62c5f7dd262dbd2259e42adf,2022-04-23T22:00:00.000Z,thiago.rossi#1714,freshelle#9882,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,,1.0,,,,False,False,False,mafer_cordovas#1034,mafer_cordovas#1034,Tamarandom#9361,1.0,0.0
94,62c5f7dd262dbd2259e42adc,2022-04-23T22:00:00.000Z,MS#4235,freshelle#9882,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,liviade#1387,Yineisy Mota#1449,usamaahmed#9991,1.0,0.0
103,62c5f7dd262dbd2259e42ae5,2022-04-29T22:00:00.000Z,logonaut.eth#9437,freshelle#9882, for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,liviade#1387,Tamarandom#9361,usamaahmed#9991,1.0,0.0
102,62c5f7dd262dbd2259e42ae4,2022-04-29T22:00:00.000Z,mafer_cordovas#1034,freshelle#9882, for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,62c5f7dd262dbd2259e42a85,,False,False,False,liviade#1387,Yineisy Mota#1449,usamaahmed#9991,0.77,0.0
101,62c5f7dd262dbd2259e42ae3,2022-04-23T22:00:00.000Z,MisterBoyfriend#7096,freshelle#9882,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,Tamarandom#9361,1.0,0.0
105,62c5f7dd262dbd2259e42ae7,2022-04-29T22:00:00.000Z,thiago.rossi#1714,freshelle#9882, for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,,1.0,,,,False,False,False,mafer_cordovas#1034,mafer_cordovas#1034,Tamarandom#9361,1.0,0.0
3,62c5f7dd262dbd2259e42a81,2022-04-08T22:00:00.000Z,AnnAnna#4694,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,Yineisy Mota#1449,1.0,0.0
93,62c5f7dd262dbd2259e42adb,2022-04-23T22:00:00.000Z,anna-marie#8824,freshelle#9882,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,usamaahmed#9991,1.0,0.0
61,62c5f7dd262dbd2259e42abb,2022-04-18T22:00:00.000Z,thiago.rossi#1714,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,,1.0,,,,False,False,False,mafer_cordovas#1034,mafer_cordovas#1034,Tamarandom#9361,1.0,0.0
43,62c5f7dd262dbd2259e42aa9,2022-04-17T22:00:00.000Z,Rodricast#1415,iviangita#3204,for their continuous support in our graphics ,8.0,8.0,8.0,,,,False,False,False,mafer_cordovas#1034,RachaelMalachy#5837,Yineisy Mota#1449,8.0,0.0
8,62c5f7dd262dbd2259e42a86,2022-04-08T22:00:00.000Z,shawn#7046,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,Tamarandom#9361,Yineisy Mota#1449,1.0,0.0
7,62c5f7dd262dbd2259e42a85,2022-04-08T22:00:00.000Z,mafer_cordovas#1034,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,liviade#1387,Yineisy Mota#1449,usamaahmed#9991,1.0,0.0
5,62c5f7dd262dbd2259e42a83,2022-04-08T22:00:00.000Z,KZ Flyer#0926,freshelle#9882,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,,,,,False,False,False,Yineisy Mota#1449,usamaahmed#9991,usamaahmed#9991,1.0,0.0
57,62c5f7dd262dbd2259e42ab7,2022-04-18T22:00:00.000Z,shawn#7046,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,Tamarandom#9361,Yineisy Mota#1449,1.0,0.0
58,62c5f7dd262dbd2259e42ab8,2022-04-18T22:00:00.000Z,sidcode#1729,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,Tamarandom#9361,1.0,0.0
60,62c5f7dd262dbd2259e42aba,2022-04-18T22:00:00.000Z,logonaut.eth#9437,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,liviade#1387,Tamarandom#9361,usamaahmed#9991,1.0,0.0
63,62c5f7dd262dbd2259e42abd,2022-04-18T22:00:00.000Z,AmwFund#0979,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,Yineisy Mota#1449,1.0,0.0
92,62c5f7dd262dbd2259e42ada,2022-04-23T22:00:00.000Z,mafer_cordovas#1034,freshelle#9882,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,62c5f7dd262dbd2259e42a85,,False,False,False,liviade#1387,Yineisy Mota#1449,usamaahmed#9991,0.77,0.0
64,62c5f7dd262dbd2259e42abe,2022-04-18T22:00:00.000Z,Jeremy&TheGospelOfChange#8201,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,Tamarandom#9361,usamaahmed#9991,1.0,0.0
65,62c5f7dd262dbd2259e42abf,2022-04-18T22:00:00.000Z,BOILΞR(Chris)#8898,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,mafer_cordovas#1034,Tamarandom#9361,Yineisy Mota#1449,1.0,0.0
66,62c5f7dd262dbd2259e42ac0,2022-04-18T22:00:00.000Z,bitsikka#8855,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,liviade#1387,Tamarandom#9361,Yineisy Mota#1449,1.0,0.0
68,62c5f7dd262dbd2259e42ac2,2022-04-18T22:00:00.000Z,mantis#6576,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,,,False,False,False,liviade#1387,Yineisy Mota#1449,usamaahmed#9991,1.0,0.0
77,62c5f7dd262dbd2259e42acb,2022-04-20T22:00:00.000Z,iviangita#3204,Yineisy Mota#1449," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,3.0,3.0,,,,False,False,False,liviade#1387,RachaelMalachy#5837,Yineisy Mota#1449,3.0,0.0
80,62c5f7dd262dbd2259e42ace,2022-04-20T22:00:00.000Z,Tamarandom#9361,Yineisy Mota#1449," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,3.0,3.0,,,,False,False,False,liviade#1387,RachaelMalachy#5837,Yineisy Mota#1449,3.0,0.0
81,62c5f7dd262dbd2259e42acf,2022-04-20T22:00:00.000Z,thiago.rossi#1714,Yineisy Mota#1449," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.0,,1.0,,,,False,False,False,mafer_cordovas#1034,mafer_cordovas#1034,Tamarandom#9361,1.0,0.0
56,62c5f7dd262dbd2259e42ab6,2022-04-18T22:00:00.000Z,mafer_cordovas#1034,freshelle#9882,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,1.0,1.0,,62c5f7dd262dbd2259e42a85,,False,False,False,liviade#1387,Yineisy Mota#1449,usamaahmed#9991,0.77,0.0
